"","query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection"
"1","query_1","TRUE","1.28251356808909e-09","74","139","20","0.143884892086331","0.27027027027027","CORUM:306","CORUM","Ribosome, cytoplasmic","3383","183","CORUM:0000000","CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM","RPSA,RPL17,RPL10,RPL4,RPL3,RPS9,RPS3A,RPS7,RPS8,RPS16,RPS13,RPS11,RPL7A,RPS4X,RPL23,RPS26,RPL30,RPL8,RPL6,RPL18"
"2","query_1","TRUE","5.80819408024825e-06","93","139","18","0.129496402877698","0.193548387096774","CORUM:3055","CORUM","Nop56p-associated pre-rRNA complex","3383","1362","CORUM:0000000","CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM","HNRNPA1,RPL17,RPL10,RPL4,RPL3,RPS9,RPS3A,RPS7,RPS8,RPS16,RPS13,RPS11,RPL7A,RPL23,RPL30,RPL8,RPL6,RPL18"
"3","query_1","TRUE","3.01902982280105e-05","29","139","10","0.0719424460431655","0.344827586206897","CORUM:338","CORUM","40S ribosomal subunit, cytoplasmic","3383","199","CORUM:0000000","CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM","RPSA,RPS9,RPS3A,RPS7,RPS8,RPS16,RPS13,RPS11,RPS4X,RPS26"
"4","query_1","TRUE","6.22863600251747e-05","31","139","10","0.0719424460431655","0.32258064516129","CORUM:305","CORUM","40S ribosomal subunit, cytoplasmic","3383","182","CORUM:0000000","CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM","RPSA,RPS9,RPS3A,RPS7,RPS8,RPS16,RPS13,RPS11,RPS4X,RPS26"
"5","query_1","TRUE","0.000808721873833559","4","139","4","0.0287769784172662","1","CORUM:1169","CORUM","SNARE complex (STX4, VAMP8, VAMP3, SNAP23)","3383","648","CORUM:0000000","CORUM,CORUM,CORUM,CORUM","SNAP23,STX4,VAMP3,VAMP8"
"6","query_1","TRUE","0.00173006365844061","13","139","6","0.0431654676258993","0.461538461538462","CORUM:5266","CORUM","TNF-alpha/NF-kappa B signaling complex 6","3383","1618","CORUM:0000000","CORUM,CORUM,CORUM,CORUM,CORUM,CORUM","RPL4,RPS13,RPS11,RPL30,RPL8,RPL6"
"7","query_1","TRUE","0.00176208277393146","43","139","10","0.0719424460431655","0.232558139534884","CORUM:308","CORUM","60S ribosomal subunit, cytoplasmic","3383","184","CORUM:0000000","CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM","RPL17,RPL10,RPL4,RPL3,RPL7A,RPL23,RPL30,RPL8,RPL6,RPL18"
"8","query_1","TRUE","0.00391436704544181","5","139","4","0.0287769784172662","0.8","CORUM:186","CORUM","Wave-2 complex","3383","93","CORUM:0000000","CORUM,CORUM,CORUM,CORUM","CYFIP1,ABI1,NCKAP1,WASF2"
"9","query_1","TRUE","0.0200991171585105","3","139","3","0.0215827338129496","1","CORUM:2400","CORUM","ITGA3-ITGB1-CD151 complex","3383","1024","CORUM:0000000","CORUM,CORUM,CORUM","ITGB1,ITGA3,CD151"
"10","query_1","TRUE","0.0200991171585105","3","139","3","0.0215827338129496","1","CORUM:7147","CORUM","GNAS-L-GNB1-GNG2 complex","3383","2636","CORUM:0000000","CORUM,CORUM,CORUM","GNG2,GNB1,GNAS"
"11","query_1","TRUE","0.0200991171585105","3","139","3","0.0215827338129496","1","CORUM:7020","CORUM","GNAI1-GNB2-GNG2 complex","3383","2524","CORUM:0000000","CORUM,CORUM,CORUM","GNG2,GNB2,GNAI1"
"12","query_1","TRUE","0.0200991171585105","3","139","3","0.0215827338129496","1","CORUM:7087","CORUM","GNAI1-GNB2-GNG12 complex","3383","2584","CORUM:0000000","CORUM,CORUM,CORUM","GNB2,GNAI1,GNG12"
"13","query_1","TRUE","0.0200991171585105","3","139","3","0.0215827338129496","1","CORUM:7205","CORUM","GNAS-L-GNB2-GNG12 complex","3383","2688","CORUM:0000000","CORUM,CORUM,CORUM","GNB2,GNAS,GNG12"
"14","query_1","TRUE","0.0200991171585105","3","139","3","0.0215827338129496","1","CORUM:1612","CORUM","GNAS-GNB1-GNG2 complex","3383","787","CORUM:0000000","CORUM,CORUM,CORUM","GNG2,GNB1,GNAS"
"15","query_1","TRUE","0.0200991171585105","3","139","3","0.0215827338129496","1","CORUM:7019","CORUM","GNAI1-GNB1-GNG2 complex","3383","2523","CORUM:0000000","CORUM,CORUM,CORUM","GNG2,GNB1,GNAI1"
"16","query_1","TRUE","0.0200991171585105","3","139","3","0.0215827338129496","1","CORUM:2398","CORUM","ITGA3-ITGB1-BSG complex","3383","1022","CORUM:0000000","CORUM,CORUM,CORUM","ITGB1,ITGA3,BSG"
"17","query_1","TRUE","0.0200991171585105","3","139","3","0.0215827338129496","1","CORUM:7204","CORUM","GNAS-L-GNB1-GNG12 complex","3383","2687","CORUM:0000000","CORUM,CORUM,CORUM","GNB1,GNAS,GNG12"
"18","query_1","TRUE","0.0200991171585105","3","139","3","0.0215827338129496","1","CORUM:7148","CORUM","GNAS-L-GNB2-GNG2 complex","3383","2637","CORUM:0000000","CORUM,CORUM,CORUM","GNG2,GNB2,GNAS"
"19","query_1","TRUE","2.76607854238113e-34","5604","384","220","0.572916666666667","0.0392576730906495","GO:0051179","GO:BP","localization","21110","14323","GO:0008150","ISS IBA IEA,IDA IBA IEA,IDA IMP IBA IEA,IMP IBA TAS IEA,IMP,IMP IEP IBA IEA,IDA ISS IBA TAS IEA,IMP NAS,IDA,IMP IEA,IMP ISS IBA NAS IEA,ISS IEA,IDA IMP IBA IEA,IEA,IDA IBA IEA,IDA IMP IEA,IDA IBA TAS IEA,IMP,IMP IBA,IMP IEA,IDA ISS,IGI ISS,IDA IMP,IBA TAS IEA,IBA IEA,IMP IGI IBA IEA,IDA ISS IBA IEA,IDA IMP IBA IEA,ISS IBA IEA,IDA IMP IBA TAS NAS IEA,IDA IBA IEA,IDA IMP IBA TAS NAS IEA,IEA,IDA TAS,IDA IMP IBA NAS IC IEA,ISS IBA IEA,IDA ISS IEA,IEA,IEA,IDA ISS ISO IBA NAS IEA,IDA IGI ISS ISO IBA TAS NAS IEA,IMP IGI ISS NAS IEA,IDA IMP ISS IEA,IMP IEA,TAS,IEA,ISS IBA TAS IEA,IDA IMP IGI ISS IBA TAS NAS IEA,IDA ISS IEA,IMP IBA IEA,EXP IMP TAS IEA,IEA,IEA,EXP IDA IC IEA,IEA,IBA,IDA IMP IGI IBA NAS IEA,IDA IGI IBA TAS IEA,IMP ISS,IGI ISS,IDA IMP IGI IBA IEA,IGI ISS,IMP IBA,IBA IEA,TAS IEA,IDA,IDA IEA,TAS,IDA TAS IEA,HMP IBA IEA,IMP TAS IEA,IDA,IDA IEA,IDA IMP ISS IBA TAS IEA,IEA,IEA,IDA ISS TAS IEA,ISS IBA TAS IEA,IMP IEA,ISS IEA,IDA IBA IEA,IMP,IDA IMP TAS NAS IC IEA,IEA,IEA,IDA,IEA,NAS,ISS TAS IEA,TAS IEA,IDA IMP IEP ISS IBA IEA,IEA,IDA IMP TAS IEA,IDA IMP IEA,IBA,ISS IEA,IDA IMP IEA,IMP IGI ISS IBA IEA,ISS IEA,IDA IMP ISS IEA,IBA NAS IEA,IDA,IDA,IDA IMP,IMP HMP IEA,IDA IMP ISS IBA TAS IEA,IDA IMP ISS IBA TAS NAS IEA,IMP HMP IEA,IMP HMP IEA,IEP IBA,IMP IBA TAS IEA,IDA IGI IBA IEA,IEA,IDA ISS IBA TAS NAS IEA,IDA IGI ISS IEA,IDA IGI IBA IEA,IBA TAS IEA,IBA IEA,HMP,IDA IMP ISS IEA,IDA NAS,IDA ISS IBA IEA,IBA TAS IEA,IMP IBA IEA,IMP ISS IBA IEA,IDA ISS IBA TAS NAS IEA,TAS,IBA IEA,IEA,IDA IMP IBA,IDA IMP ISS IBA TAS IEA,NAS,IMP,IMP,IDA IMP IBA TAS NAS IEA,IMP,IBA,ISS IBA,IDA IC,IGI IBA IEA,IMP IBA,ISS,IBA IEA,IDA IMP IGI ISS TAS IEA,IBA IEA,IDA ISS IEA,IMP IBA,IEA,ISS IBA IEA,IDA ISS TAS,IDA IMP ISS IBA IEA,IMP IBA IEA,ISS,IEA,IMP IBA IEA,IDA IMP IGI ISS IBA TAS IEA,IMP IEA,IMP ISS IBA NAS IEA,IMP IBA,IMP IBA,IMP IBA IEA,IMP ISS IEA,IEA,IDA IMP ISS IBA TAS IEA,IBA,IDA ISS IBA TAS NAS IEA,IEP ISS IBA IEA,IDA ISS IBA TAS IEA,IMP IGI ISS IBA IEA,IDA IMP IGI ISS IBA TAS IEA,IC IEA,NAS,IBA,IBA IEA,IDA,IEA,IDA IBA TAS IEA,IMP,IMP IEA,IDA IMP IBA TAS NAS IEA,IMP,IBA IEA,IDA IBA IEA,IMP,IDA IMP ISS IEA,IDA IMP IBA TAS NAS IEA,IMP,IMP IEP,IDA IMP IGI ISS IEA,IDA IMP IEA,IDA ISS IBA TAS IEA,IMP IBA NAS IEA,TAS,IDA IEA,IMP,IDA IMP IBA IEA,IMP IBA IEA,IDA IMP ISS IBA TAS IEA,IGI IBA IEA,IBA IEA,IBA TAS NAS IEA,IMP IGI ISS IBA IEA,IDA IBA TAS NAS IEA,IBA,IMP IBA IEA,IDA ISS IEA,IDA IBA IEA,IBA NAS IEA,IBA IEA,IDA IEA,IDA IMP,IDA IMP IBA IEA,IEA,ISS,IC,IMP IBA IEA,IEA,ISS IBA IEA,IBA NAS IEA,IEA","MYO1G,NACA,MYO1C,SNAP23,LGALS9,STXBP3,IPO5,SDCBP,FCN1,ADAM10,SLC9A3R1,GIPC1,PLSCR1,PGRMC2,RER1,SURF4,SLC16A3,EPB41L2,MYO1B,AHCYL1,ACSL4,TLR2,MACROH2A1,SEC22B,STX11,RP2,ARL6IP5,FLOT1,MYO1D,AP2A2,SLC34A2,AP2A1,CLDN1,EGFR,TFRC,THY1,CD74,CYBB,GNAI2,ATP1A1,ATP1B1,ITGB2,ITGB1,ATP5F1B,CAPN1,APRT,LYN,SLC3A2,PTPRC,MELTF,HCK,GNAI3,CNP,HNRNPA1,PRKAR1A,HSPD1,SLC2A1,SLC2A3,EPB41,ITGAM,RALA,RALB,LAMP1,SLC25A6,FCGR1A,ANXA3,CYBA,PDIA4,FOLR2,RAC2,FOLR1,MUC1,PECAM1,CD36,ENG,PFKL,ATP2B1,M6PR,ITGAL,CD9,MRC1,JAK1,ATP2B4,ATP5PB,ATP5F1A,ITGA3,STOM,DPP4,CANX,MAPK1,AQP1,GNA11,SRI,DNAJA1,CD68,CTNNA1,CTNNB1,RDX,FBN1,BSG,ATP6V1A,STAT3,CD200,CD151,CCT3,TMED10,DNM2,CCT8,CCT4,ANXA11,RAB7A,BCAP31,ARHGDIA,SLC16A1,CACNA2D1,ATP1B3,NAPA,CSE1L,NPEPPS,CD81,S100A10,RAB8A,RAB2A,RAB5B,RAB10,RAB14,ACTR1A,RAP1B,RHOA,TMSB4X,ARF6,RPL23,GNB2,GRB2,AP2B1,GNAI1,DYNLL1,SIRPA,GSTO1,ARF5,RHOG,REEP5,SLC25A11,CAV1,TNFAIP2,YWHAH,ARHGAP1,MFGE8,TWF1,ASPH,STX4,LMAN2,PTPRJ,SELENBP1,STX3,PICALM,DCTN2,SCARB2,EFR3A,DYNC1H1,FLOT2,RFTN1,MVP,SLC39A14,SLC9A3R2,SLC1A5,STXBP2,VAMP3,RAB11B,ANO6,CYBRD1,GNAS,ANXA8L1,STEAP4,MEAK7,CYFIP1,SLC44A2,TSPAN14,PDCD6IP,SLC44A1,MYO18A,NECTIN2,RAB8B,TMBIM1,FERMT2,AP2M1,MYADM,NIBAN2,PARK7,PHB2,CHP1,TSG101,CPNE1,ESYT1,PDCD10,VAMP8,TMED9,SLC39A8,EHD4,TXNIP,DNAJC5,EHD1,SLC28A3,TM9SF3,VTA1,RTN4,SAR1A,PLSCR3,LIN7C,CLIC5,VAPA,RAB21,BAIAP2,EPB41L3,CAB39,F11R,NPTN,COPG1,CLIC4,WASF2"
